medication_name,age_band,age_min_years,age_max_years,source_system,source_abbreviation,source_title,source_version,source_date,source_url,source_locator,population_anchor,population_summary,dosage_anchor,dosage_summary,evidence_status,scientific_review_status,editorial_status,display_eligible,therapeutic_runtime_eligible,content_sha256
Acamprosato,CHILD,0,11,DailyMed/FDA,DM,"ACAMPROSATE CALCIUM (ACAMPROSATE CALCIUM ENTERIC-COATED) TABLET, DELAYED RELEASE [NCS HEALTHCARE OF KY, LLC DBA VANGARD LABS]",2,"Jun 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2bf6742-4b85-45e2-8daa-0f9bfc75a128,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/f2bf6742-4b85-45e2-8daa-0f9bfc75a128.xml,8.4 Pediatric Use,The safety and efficacy of acamprosate calcium delayed-release tablets have not been established in the pediatric population.,2 DOSAGE AND ADMINISTRATION,The recommended dose of acamprosate calcium delayed-release tablets is two 333 mg tablets (each dose should total 666 mg) taken three times daily.,official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,942bfae51a27803f49459dbacba02abc958c01080482d8acf0a6c94fd1be3291
Acamprosato,ADOLESCENT,12,17,DailyMed/FDA,DM,"ACAMPROSATE CALCIUM (ACAMPROSATE CALCIUM ENTERIC-COATED) TABLET, DELAYED RELEASE [NCS HEALTHCARE OF KY, LLC DBA VANGARD LABS]",2,"Jun 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2bf6742-4b85-45e2-8daa-0f9bfc75a128,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/f2bf6742-4b85-45e2-8daa-0f9bfc75a128.xml,8.4 Pediatric Use,The safety and efficacy of acamprosate calcium delayed-release tablets have not been established in the pediatric population.,2 DOSAGE AND ADMINISTRATION,The recommended dose of acamprosate calcium delayed-release tablets is two 333 mg tablets (each dose should total 666 mg) taken three times daily.,official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,942bfae51a27803f49459dbacba02abc958c01080482d8acf0a6c94fd1be3291
Acamprosato,ADULT,18,64,DailyMed/FDA,DM,"ACAMPROSATE CALCIUM (ACAMPROSATE CALCIUM ENTERIC-COATED) TABLET, DELAYED RELEASE [NCS HEALTHCARE OF KY, LLC DBA VANGARD LABS]",2,"Jun 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2bf6742-4b85-45e2-8daa-0f9bfc75a128,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/f2bf6742-4b85-45e2-8daa-0f9bfc75a128.xml,2 DOSAGE AND ADMINISTRATION,Acamprosate calcium delayed-release tablets are indicated for the maintenance of abstinence from alcohol in patients with alcohol dependence who are abstinent at treatment initiation. Treatment The recommended dose of acamprosate calcium delayed-release tablets is two 333 mg tablets (each dose should total 666 mg) taken three times daily.,2 DOSAGE AND ADMINISTRATION,The recommended dose of acamprosate calcium delayed-release tablets is two 333 mg tablets (each dose should total 666 mg) taken three times daily.,official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,942bfae51a27803f49459dbacba02abc958c01080482d8acf0a6c94fd1be3291
Acamprosato,OLDER_ADULT,65,,DailyMed/FDA,DM,"ACAMPROSATE CALCIUM (ACAMPROSATE CALCIUM ENTERIC-COATED) TABLET, DELAYED RELEASE [NCS HEALTHCARE OF KY, LLC DBA VANGARD LABS]",2,"Jun 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2bf6742-4b85-45e2-8daa-0f9bfc75a128,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/f2bf6742-4b85-45e2-8daa-0f9bfc75a128.xml,8.5 Geriatric Use,"Forty-one of the 4234 patients in double-blind, placebo-controlled, clinical trials of acamprosate calcium delayed-release tablets were 65 years of age or older, while none were 75 years of age or over. There were too few patients in the ≥ 65 age group to evaluate any differences in safety or effectiveness for geriatric patients compared to younger patients. This drug is known to be substantially excreted by the kidney, and the risk of toxic reactions to this drug may be greater in patients with impaired renal function. Because elderly patients are",2 DOSAGE AND ADMINISTRATION,The recommended dose of acamprosate calcium delayed-release tablets is two 333 mg tablets (each dose should total 666 mg) taken three times daily.,official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,942bfae51a27803f49459dbacba02abc958c01080482d8acf0a6c94fd1be3291
Agomelatina,CHILD,0,11,EMA,EMA,Valdoxan EPAR and product information,EPAR current product information,2026-07-20,https://www.ema.europa.eu/en/medicines/human/EPAR/valdoxan,"SmPC sections 4.1, 4.2 and 4.4","SmPC sections 4.1, 4.2 and 4.4",Valdoxan is authorised for major depressive episodes in adults; paediatric use is not an authorised indication.,"SmPC sections 4.1, 4.2 and 4.4","Adult product information describes 25 mg at bedtime, with possible increase to 50 mg after clinical review.",alternate_official_product_information_curated,official_source_extracted_pending_clinical_review,source_summary_display_only,true,false,702b41533464e08c79a536ab6fb764967a94f16101eb9c4396474392388c332e
Agomelatina,ADOLESCENT,12,17,EMA,EMA,Valdoxan EPAR and product information,EPAR current product information,2026-07-20,https://www.ema.europa.eu/en/medicines/human/EPAR/valdoxan,"SmPC sections 4.1, 4.2 and 4.4","SmPC sections 4.1, 4.2 and 4.4",Valdoxan is authorised for major depressive episodes in adults; the EMA paediatric-extension claim was withdrawn.,"SmPC sections 4.1, 4.2 and 4.4","Adult product information describes 25 mg at bedtime, with possible increase to 50 mg after clinical review.",alternate_official_product_information_curated,official_source_extracted_pending_clinical_review,source_summary_display_only,true,false,d444f5e8c528f5d73ab6db95b1e3bd073a966a9b02f49bddd2dd3e19b1b718b8
Agomelatina,ADULT,18,64,EMA,EMA,Valdoxan EPAR and product information,EPAR current product information,2026-07-20,https://www.ema.europa.eu/en/medicines/human/EPAR/valdoxan,"SmPC sections 4.1, 4.2 and 4.4","SmPC sections 4.1, 4.2 and 4.4",Valdoxan is authorised for treatment of major depressive episodes in adults.,"SmPC sections 4.1, 4.2 and 4.4","Adult product information describes 25 mg at bedtime, with possible increase to 50 mg after clinical review.",alternate_official_product_information_curated,official_source_extracted_pending_clinical_review,source_summary_display_only,true,false,f178561ede83a993dbed7c5736e91f7fd756ec77f7aab7f17d5ac2c5421f3063
Agomelatina,OLDER_ADULT,65,,EMA,EMA,Valdoxan EPAR and product information,EPAR current product information,2026-07-20,https://www.ema.europa.eu/en/medicines/human/EPAR/valdoxan,"SmPC sections 4.1, 4.2 and 4.4","SmPC sections 4.1, 4.2 and 4.4",Efficacy is documented below 75 years; EMA product information recommends against use from 75 years because efficacy was not demonstrated.,"SmPC sections 4.1, 4.2 and 4.4","Adult product information describes 25 mg at bedtime, with possible increase to 50 mg after clinical review.",alternate_official_product_information_curated,official_source_extracted_pending_clinical_review,source_summary_display_only,true,false,151472f9e7b9539012b15f4aab125828220b3abe65df271c5b80f52d282c4fd9
Alprazolam,CHILD,0,11,DailyMed/FDA,DM,ALPRAZOLAM TABLET [ST. MARY'S MEDICAL PARK PHARMACY],2,"Jun 23, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc5fe795-6b41-aecf-e053-6394a90af562,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/fc5fe795-6b41-aecf-e053-6394a90af562.xml,8.4 Pediatric Use,Safety and effectiveness of alprazolam have not been established in pediatric patients.,2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Generalized Anxiety Disorder: ( 2.1) Recommended starting oral dosage is 0.25 mg to 0.5 mg three times daily. | Dosage may be increased, at intervals of every 3 to 4 days, to a maximum recommended daily dose of 4 mg, given in divided doses. | Panic Disorder: Recommended starting oral dosage is 0.5 mg three times daily.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,500d08336ac9e04cdea700efc36c47482247c9bdab02e60f9b6f48d6d39f87ca
Alprazolam,ADOLESCENT,12,17,DailyMed/FDA,DM,ALPRAZOLAM TABLET [ST. MARY'S MEDICAL PARK PHARMACY],2,"Jun 23, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc5fe795-6b41-aecf-e053-6394a90af562,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/fc5fe795-6b41-aecf-e053-6394a90af562.xml,8.4 Pediatric Use,Safety and effectiveness of alprazolam have not been established in pediatric patients.,2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Generalized Anxiety Disorder: ( 2.1) Recommended starting oral dosage is 0.25 mg to 0.5 mg three times daily. | Dosage may be increased, at intervals of every 3 to 4 days, to a maximum recommended daily dose of 4 mg, given in divided doses. | Panic Disorder: Recommended starting oral dosage is 0.5 mg three times daily.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,500d08336ac9e04cdea700efc36c47482247c9bdab02e60f9b6f48d6d39f87ca
Alprazolam,ADULT,18,64,DailyMed/FDA,DM,ALPRAZOLAM TABLET [ST. MARY'S MEDICAL PARK PHARMACY],2,"Jun 23, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc5fe795-6b41-aecf-e053-6394a90af562,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/fc5fe795-6b41-aecf-e053-6394a90af562.xml,2 DOSAGE AND ADMINISTRATION,"Alprazolam tablets are indicated for the: acute treatment of generalized anxiety disorder (GAD) in adults. treatment of panic disorder (PD), with or without agoraphobia in 2 DOSAGE AND ADMINISTRATION Generalized Anxiety Disorder: ( 2.1) Recommended starting oral dosage is 0.25 mg to 0.5 mg three times daily. | Dosage may be increased, at intervals of every 3 to 4 days, to a maximum recommended daily dose of 4 mg, given in divided doses. | Panic Disorder: Recommended starting oral dosage is 0.5 mg three times daily.",2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Generalized Anxiety Disorder: ( 2.1) Recommended starting oral dosage is 0.25 mg to 0.5 mg three times daily. | Dosage may be increased, at intervals of every 3 to 4 days, to a maximum recommended daily dose of 4 mg, given in divided doses. | Panic Disorder: Recommended starting oral dosage is 0.5 mg three times daily.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,500d08336ac9e04cdea700efc36c47482247c9bdab02e60f9b6f48d6d39f87ca
Alprazolam,OLDER_ADULT,65,,DailyMed/FDA,DM,ALPRAZOLAM TABLET [ST. MARY'S MEDICAL PARK PHARMACY],2,"Jun 23, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc5fe795-6b41-aecf-e053-6394a90af562,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/fc5fe795-6b41-aecf-e053-6394a90af562.xml,8.5 Geriatric Use,"Alprazolam-treated geriatric patients had higher plasma concentrations of alprazolam (due to reduced clearance) compared to younger adult patients receiving the same doses. Therefore, dosage reduction of alprazolam is recommended in geriatric patients [see Dosage and Administration (2.4)and Clinical Pharmacology (12.3)] .",2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Generalized Anxiety Disorder: ( 2.1) Recommended starting oral dosage is 0.25 mg to 0.5 mg three times daily. | Dosage may be increased, at intervals of every 3 to 4 days, to a maximum recommended daily dose of 4 mg, given in divided doses. | Panic Disorder: Recommended starting oral dosage is 0.5 mg three times daily.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,500d08336ac9e04cdea700efc36c47482247c9bdab02e60f9b6f48d6d39f87ca
Amissulprida,CHILD,0,11,UK SmPC,UK-SMPC,Amisulpride 100 mg Tablets - SmPC,text revision 2026-01-15,2026-01-15,https://www.medicines.org.uk/emc/product/101726/smpc,SmPC sections 4.1-4.3,SmPC sections 4.1-4.3,Use is contraindicated under 15 years; efficacy and safety under 18 years have not been established.,SmPC sections 4.1-4.3,Adult dosage depends on positive or negative symptom predominance; the SmPC provides condition-specific ranges.,alternate_official_product_information_curated,official_source_extracted_pending_clinical_review,source_summary_display_only,true,false,73e836ef64864af0987b2e21c464c0ce39a5dcde1580a00d0f1f7013bde0e92e
Amissulprida,ADOLESCENT,12,17,UK SmPC,UK-SMPC,Amisulpride 100 mg Tablets - SmPC,text revision 2026-01-15,2026-01-15,https://www.medicines.org.uk/emc/product/101726/smpc,SmPC sections 4.1-4.3,SmPC sections 4.1-4.3,Use under 18 years is not established; ages 15-17 require specialist initiation only if absolutely necessary.,SmPC sections 4.1-4.3,Adult dosage depends on positive or negative symptom predominance; the SmPC provides condition-specific ranges.,alternate_official_product_information_curated,official_source_extracted_pending_clinical_review,source_summary_display_only,true,false,dd3b00eb49ac9a3dde270f25737fe2a3db2a2e54756532e58aefa95f7a5ee817
Amissulprida,ADULT,18,64,UK SmPC,UK-SMPC,Amisulpride 100 mg Tablets - SmPC,text revision 2026-01-15,2026-01-15,https://www.medicines.org.uk/emc/product/101726/smpc,SmPC sections 4.1-4.3,SmPC sections 4.1-4.3,The SmPC indication is acute and chronic schizophrenic disorders in adults.,SmPC sections 4.1-4.3,Adult dosage depends on positive or negative symptom predominance; the SmPC provides condition-specific ranges.,alternate_official_product_information_curated,official_source_extracted_pending_clinical_review,source_summary_display_only,true,false,1c40b7563bee862002b99f1f940641e98732f7afdae13ed31413dbb17b310df6
Amissulprida,OLDER_ADULT,65,,UK SmPC,UK-SMPC,Amisulpride 100 mg Tablets - SmPC,text revision 2026-01-15,2026-01-15,https://www.medicines.org.uk/emc/product/101726/smpc,SmPC sections 4.1-4.3,SmPC sections 4.1-4.3,"Treatment over 65 years is not recommended; if unavoidable, particular caution and possible dose reduction are required.",SmPC sections 4.1-4.3,Adult dosage depends on positive or negative symptom predominance; the SmPC provides condition-specific ranges.,alternate_official_product_information_curated,official_source_extracted_pending_clinical_review,source_summary_display_only,true,false,087d8210e4aefc4acc7da63c8322b66f99e9052273e603cfbfae4130645b208e
Amitriptilina,CHILD,0,11,DailyMed/FDA,DM,"AMITRIPTYLINE HYDROCHLORIDE TABLET, COATED [ST. MARY'S MEDICAL PARK PHARMACY]",2,"Jul 01, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/35aa7ab3-321a-97f7-e063-6294a90a91e2.xml,Pediatric Use,Safety and effectiveness in the pediatric population have not been established [see BOX WARNING and WARNINGS: Clinical Worsening and Suicide Risk ]. Anyone considering the use of amitriptyline in a child or adolescent must balance the potential risks with the clinical need.,DOSAGE AND ADMINISTRATION,"Initial Dosage for Adults For outpatients, 75 mg of amitriptyline hydrochloride a day in divided doses is usually satisfactory. | If necessary, this may be increased to a total of 150 mg per day. | An alternate method of initiating therapy in outpatients is to begin with 50 mg to 100 mg amitriptyline hydrochloride at bedtime.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,64ea2071dada522a9e2581de151c7e56ed14f5480e5e229dd4519d3c59339e2d
Amitriptilina,ADOLESCENT,12,17,DailyMed/FDA,DM,"AMITRIPTYLINE HYDROCHLORIDE TABLET, COATED [ST. MARY'S MEDICAL PARK PHARMACY]",2,"Jul 01, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/35aa7ab3-321a-97f7-e063-6294a90a91e2.xml,Pediatric Use,Safety and effectiveness in the pediatric population have not been established [see BOX WARNING and WARNINGS: Clinical Worsening and Suicide Risk ]. Anyone considering the use of amitriptyline in a child or adolescent must balance the potential risks with the clinical need.,DOSAGE AND ADMINISTRATION,"Initial Dosage for Adults For outpatients, 75 mg of amitriptyline hydrochloride a day in divided doses is usually satisfactory. | If necessary, this may be increased to a total of 150 mg per day. | An alternate method of initiating therapy in outpatients is to begin with 50 mg to 100 mg amitriptyline hydrochloride at bedtime.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,64ea2071dada522a9e2581de151c7e56ed14f5480e5e229dd4519d3c59339e2d
Amitriptilina,ADULT,18,64,DailyMed/FDA,DM,"AMITRIPTYLINE HYDROCHLORIDE TABLET, COATED [ST. MARY'S MEDICAL PARK PHARMACY]",2,"Jul 01, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/35aa7ab3-321a-97f7-e063-6294a90a91e2.xml,DOSAGE AND ADMINISTRATION,"For the relief of symptoms of depression. Endogenous depression is more likely to be alleviated than are other depressive states. Initial Dosage for Adults For outpatients, 75 mg of amitriptyline hydrochloride a day in divided doses is usually satisfactory. | If necessary, this may be increased to a total of 150 mg per day. | An alternate method of initiating therapy in outpatients is to begin with 50 mg to 100 mg amitriptyline hydrochloride at bedtime.",DOSAGE AND ADMINISTRATION,"Initial Dosage for Adults For outpatients, 75 mg of amitriptyline hydrochloride a day in divided doses is usually satisfactory. | If necessary, this may be increased to a total of 150 mg per day. | An alternate method of initiating therapy in outpatients is to begin with 50 mg to 100 mg amitriptyline hydrochloride at bedtime.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,64ea2071dada522a9e2581de151c7e56ed14f5480e5e229dd4519d3c59339e2d
Amitriptilina,OLDER_ADULT,65,,DailyMed/FDA,DM,"AMITRIPTYLINE HYDROCHLORIDE TABLET, COATED [ST. MARY'S MEDICAL PARK PHARMACY]",2,"Jul 01, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/35aa7ab3-321a-97f7-e063-6294a90a91e2.xml,Geriatric Use,"Clinical experience has not identified differences in responses between elderly and younger patients. In general, dose selection for an elderly patient should be cautious, usually starting at the low end of the dosing range, reflecting the greater frequency of decreased hepatic function, concomitant disease and other drug therapy in elderly patients. Geriatric patients are particularly sensitive to the anticholinergic side effects of tricyclic antidepressants including amitriptyline hydrochloride. Peripheral anticholinergic effects include tachycardia, urinary retention, constipation, dry mouth, blurred vision, and exacerbation of narrow-angle glaucoma. Central nervous system anticholinergic effects include",DOSAGE AND ADMINISTRATION,"Initial Dosage for Adults For outpatients, 75 mg of amitriptyline hydrochloride a day in divided doses is usually satisfactory. | If necessary, this may be increased to a total of 150 mg per day. | An alternate method of initiating therapy in outpatients is to begin with 50 mg to 100 mg amitriptyline hydrochloride at bedtime.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,64ea2071dada522a9e2581de151c7e56ed14f5480e5e229dd4519d3c59339e2d
Aripiprazol,CHILD,0,11,DailyMed/FDA,DM,ARIPIPRAZOLE (ARIPIPRAZOLE ORAL) SOLUTION [ATLANTIC BIOLOGICALS CORP.],2,"Jul 13, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=042b725c-1c17-4cfb-80b2-c841226d795e,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/042b725c-1c17-4cfb-80b2-c841226d795e.xml,8.4 Pediatric Use,"The pharmacokinetics of aripiprazole and dehydro-aripiprazole in pediatric patients, 10 to 17 years of age, were similar to those in adults after correcting for the differences in body weight [see Clinical Pharmacology (12.3)] . Schizophrenia Safety and effectiveness in pediatric patients with schizophrenia were established in a 6-week, placebo-controlled clinical trial in 202 pediatric patients aged 13 to 17 years [see Dosage and Administration (2.1), Adverse Reactions (6.1), and Clinical Studies (14.1)] . Although maintenance efficacy in pediatric patients has not been systematically evaluated, maintenance efficacy can be extrapolated from",2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Initial Dose Recommended Dose Maximum Dose Schizophrenia – adults (2.1) 10 to 15 mg/day 10 to 15 mg/day 30 mg/day Schizophrenia | Aripiprazole has been systematically evaluated and shown to be effective in a dose range of 10 to 30 mg/day, when administered as the tablet formulation; | however, doses higher than 10 or 15 mg/day were not more effective than 10 or 15 mg/day.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,772263cb2fbe21c6dfe976c69a44b35e94a273b73c931ad0f195508965dd1101
Aripiprazol,ADOLESCENT,12,17,DailyMed/FDA,DM,ARIPIPRAZOLE (ARIPIPRAZOLE ORAL) SOLUTION [ATLANTIC BIOLOGICALS CORP.],2,"Jul 13, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=042b725c-1c17-4cfb-80b2-c841226d795e,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/042b725c-1c17-4cfb-80b2-c841226d795e.xml,8.4 Pediatric Use,"The pharmacokinetics of aripiprazole and dehydro-aripiprazole in pediatric patients, 10 to 17 years of age, were similar to those in adults after correcting for the differences in body weight [see Clinical Pharmacology (12.3)] . Schizophrenia Safety and effectiveness in pediatric patients with schizophrenia were established in a 6-week, placebo-controlled clinical trial in 202 pediatric patients aged 13 to 17 years [see Dosage and Administration (2.1), Adverse Reactions (6.1), and Clinical Studies (14.1)] . Although maintenance efficacy in pediatric patients has not been systematically evaluated, maintenance efficacy can be extrapolated from",2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Initial Dose Recommended Dose Maximum Dose Schizophrenia – adults (2.1) 10 to 15 mg/day 10 to 15 mg/day 30 mg/day Schizophrenia | Aripiprazole has been systematically evaluated and shown to be effective in a dose range of 10 to 30 mg/day, when administered as the tablet formulation; | however, doses higher than 10 or 15 mg/day were not more effective than 10 or 15 mg/day.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,772263cb2fbe21c6dfe976c69a44b35e94a273b73c931ad0f195508965dd1101
Aripiprazol,ADULT,18,64,DailyMed/FDA,DM,ARIPIPRAZOLE (ARIPIPRAZOLE ORAL) SOLUTION [ATLANTIC BIOLOGICALS CORP.],2,"Jul 13, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=042b725c-1c17-4cfb-80b2-c841226d795e,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/042b725c-1c17-4cfb-80b2-c841226d795e.xml,2 DOSAGE AND ADMINISTRATION,"Aripiprazole oral solution is indicated for the treatment of: • Schizophrenia [see Clinical Studies (14.1)] • Acute Treatment of Manic and Mixed Episodes associated with 2 DOSAGE AND ADMINISTRATION Initial Dose Recommended Dose Maximum Dose Schizophrenia – adults (2.1) 10 to 15 mg/day 10 to 15 mg/day 30 mg/day Schizophrenia | Aripiprazole has been systematically evaluated and shown to be effective in a dose range of 10 to 30 mg/day, when administered as the tablet formulation; | however, doses higher than 10 or 15 mg/day were not more effective than",2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Initial Dose Recommended Dose Maximum Dose Schizophrenia – adults (2.1) 10 to 15 mg/day 10 to 15 mg/day 30 mg/day Schizophrenia | Aripiprazole has been systematically evaluated and shown to be effective in a dose range of 10 to 30 mg/day, when administered as the tablet formulation; | however, doses higher than 10 or 15 mg/day were not more effective than 10 or 15 mg/day.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,772263cb2fbe21c6dfe976c69a44b35e94a273b73c931ad0f195508965dd1101
Aripiprazol,OLDER_ADULT,65,,DailyMed/FDA,DM,ARIPIPRAZOLE (ARIPIPRAZOLE ORAL) SOLUTION [ATLANTIC BIOLOGICALS CORP.],2,"Jul 13, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=042b725c-1c17-4cfb-80b2-c841226d795e,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/042b725c-1c17-4cfb-80b2-c841226d795e.xml,8.5 Geriatric Use,"No dosage adjustment is recommended for elderly patients [see Boxed Warning, Warnings and Precautions (5.1), and Clinical Pharmacology (12.3)]. Of the 13,543 patients treated with oral aripiprazole in clinical trials, 1073 (8%) were ≥65 years old and 799 (6%) were ≥75 years old. Placebo-controlled studies of oral aripiprazole in schizophrenia, bipolar mania, or another indication did not include sufficient numbers of subjects aged 65 and over to determine whether they respond differently from younger subjects. Aripiprazole is not approved for the treatment of patients with psychosis associated with Alzheimer’s disease",2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Initial Dose Recommended Dose Maximum Dose Schizophrenia – adults (2.1) 10 to 15 mg/day 10 to 15 mg/day 30 mg/day Schizophrenia | Aripiprazole has been systematically evaluated and shown to be effective in a dose range of 10 to 30 mg/day, when administered as the tablet formulation; | however, doses higher than 10 or 15 mg/day were not more effective than 10 or 15 mg/day.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,772263cb2fbe21c6dfe976c69a44b35e94a273b73c931ad0f195508965dd1101
Asenapina,CHILD,0,11,DailyMed/FDA,DM,"SAPHRIS (ASENAPINE MALEATE) TABLET [ALLERGAN, INC.]",22,"Dec 12, 2025",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5429f134-839f-4ffc-9944-55f51238def8,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/5429f134-839f-4ffc-9944-55f51238def8.xml,8.4 Pediatric Use,"Safety and efficacy of SAPHRIS in pediatric patients below the age of 10 years of age have not been evaluated. Bipolar I Disorder The safety and efficacy of SAPHRIS as monotherapy in the treatment of bipolar I disorder were established in a 3-week, placebo-controlled, double-blind trial of 403 pediatric patients 10 to 17 years of age, of whom 302 patients received SAPHRIS at fixed doses ranging from 2.5 mg to 10 mg twice daily [see Dosage and Administration ( 2.3 ), Adverse Reactions ( 6.1 ), Clinical Pharmacology ( 12.3",2 D OSAGE AND ADMINISTRATION,"2 D OSAGE AND ADMINISTRATION Starting Dose Recommended Dose Maximum Dose Schizophrenia – acute treatment in adults (2.2) 5 mg sublingually twice daily 5 mg | (2.1, 17) 2.1 Administration Instructions SAPHRIS is a sublingual tablet. | 2.2 Schizophrenia The recommended dose of SAPHRIS is 5 mg given twice daily.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,569b6e56ea0c33c669a36178e56213c76e926d7c7fd600f33b429065fa7a3cac
Asenapina,ADOLESCENT,12,17,DailyMed/FDA,DM,"SAPHRIS (ASENAPINE MALEATE) TABLET [ALLERGAN, INC.]",22,"Dec 12, 2025",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5429f134-839f-4ffc-9944-55f51238def8,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/5429f134-839f-4ffc-9944-55f51238def8.xml,8.4 Pediatric Use,"Safety and efficacy of SAPHRIS in pediatric patients below the age of 10 years of age have not been evaluated. Bipolar I Disorder The safety and efficacy of SAPHRIS as monotherapy in the treatment of bipolar I disorder were established in a 3-week, placebo-controlled, double-blind trial of 403 pediatric patients 10 to 17 years of age, of whom 302 patients received SAPHRIS at fixed doses ranging from 2.5 mg to 10 mg twice daily [see Dosage and Administration ( 2.3 ), Adverse Reactions ( 6.1 ), Clinical Pharmacology ( 12.3",2 D OSAGE AND ADMINISTRATION,"2 D OSAGE AND ADMINISTRATION Starting Dose Recommended Dose Maximum Dose Schizophrenia – acute treatment in adults (2.2) 5 mg sublingually twice daily 5 mg | (2.1, 17) 2.1 Administration Instructions SAPHRIS is a sublingual tablet. | 2.2 Schizophrenia The recommended dose of SAPHRIS is 5 mg given twice daily.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,569b6e56ea0c33c669a36178e56213c76e926d7c7fd600f33b429065fa7a3cac
