medication_name,age_band,age_min_years,age_max_years,source_system,source_abbreviation,source_title,source_version,source_date,source_url,source_locator,population_anchor,population_summary,dosage_anchor,dosage_summary,evidence_status,scientific_review_status,editorial_status,display_eligible,therapeutic_runtime_eligible,content_sha256
Clorpromazina,CHILD,0,11,DailyMed/FDA,DM,"CHLORPROMAZINE HYDROCHLORIDE TABLET, FILM COATED [AMNEAL PHARMACEUTICALS NY LLC]",9,"Jun 30, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/aa086a21-de85-4b03-af58-49b70acf8cf0.xml,DOSAGE AND ADMINISTRATION – PEDIATRIC PATIENTS (6 months to 12 years of age),"Chlorpromazine should generally not be used in pediatric patients under 6 months of age except where potentially lifesaving. It should not be used in conditions for which specific pediatric dosages have not been established. Severe Behavioral Problems Outpatients – Select route of administration according to severity of patient's condition and increase dosage gradually as required. Oral: ¼ mg/lb body weight q4 to 6h, p.r.n. (e.g., for 40 lb child – 10 mg q4 to 6h). Hospitalized Patients – As with outpatients, start with low doses and increase dosage gradually. In",DOSAGE AND ADMINISTRATION–ADULTS,"The 100 mg and 200 mg tablets are for use in severe neuropsychiatric conditions. | Daily dosage of 200 mg is not unusual. | Some patients require higher dosages (e.g., 800 mg daily is not uncommon in discharged mental patients).",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,ee1001dc47e1e92a222b81315990dd4489027f096021cafb556d5394a4e47872
Clorpromazina,ADOLESCENT,12,17,DailyMed/FDA,DM,"CHLORPROMAZINE HYDROCHLORIDE TABLET, FILM COATED [AMNEAL PHARMACEUTICALS NY LLC]",9,"Jun 30, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/aa086a21-de85-4b03-af58-49b70acf8cf0.xml,DOSAGE AND ADMINISTRATION – PEDIATRIC PATIENTS (6 months to 12 years of age),"Chlorpromazine should generally not be used in pediatric patients under 6 months of age except where potentially lifesaving. It should not be used in conditions for which specific pediatric dosages have not been established. Severe Behavioral Problems Outpatients – Select route of administration according to severity of patient's condition and increase dosage gradually as required. Oral: ¼ mg/lb body weight q4 to 6h, p.r.n. (e.g., for 40 lb child – 10 mg q4 to 6h). Hospitalized Patients – As with outpatients, start with low doses and increase dosage gradually. In",DOSAGE AND ADMINISTRATION–ADULTS,"The 100 mg and 200 mg tablets are for use in severe neuropsychiatric conditions. | Daily dosage of 200 mg is not unusual. | Some patients require higher dosages (e.g., 800 mg daily is not uncommon in discharged mental patients).",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,ee1001dc47e1e92a222b81315990dd4489027f096021cafb556d5394a4e47872
Clorpromazina,ADULT,18,64,DailyMed/FDA,DM,"CHLORPROMAZINE HYDROCHLORIDE TABLET, FILM COATED [AMNEAL PHARMACEUTICALS NY LLC]",9,"Jun 30, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/aa086a21-de85-4b03-af58-49b70acf8cf0.xml,DOSAGE AND ADMINISTRATION–ADULTS,"For the management of manifestations of psychotic disorders. For the treatment of schizophrenia. To control nausea and vomiting. For relief of restlessness and apprehension before The 100 mg and 200 mg tablets are for use in severe neuropsychiatric conditions. | Daily dosage of 200 mg is not unusual. | Some patients require higher dosages (e.g., 800 mg daily is not uncommon in discharged mental patients).",DOSAGE AND ADMINISTRATION–ADULTS,"The 100 mg and 200 mg tablets are for use in severe neuropsychiatric conditions. | Daily dosage of 200 mg is not unusual. | Some patients require higher dosages (e.g., 800 mg daily is not uncommon in discharged mental patients).",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,ee1001dc47e1e92a222b81315990dd4489027f096021cafb556d5394a4e47872
Clorpromazina,OLDER_ADULT,65,,DailyMed/FDA,DM,"CHLORPROMAZINE HYDROCHLORIDE TABLET, FILM COATED [AMNEAL PHARMACEUTICALS NY LLC]",9,"Jun 30, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/aa086a21-de85-4b03-af58-49b70acf8cf0.xml,bounded clinical population-text extraction,"Dosage should be increased more gradually in elderly patients. Elderly Patients – In general, dosages in the lower range are sufficient for most elderly patients. Increased Mortality in Elderly Patients with Dementia-Related Psychosis Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death.",DOSAGE AND ADMINISTRATION–ADULTS,"The 100 mg and 200 mg tablets are for use in severe neuropsychiatric conditions. | Daily dosage of 200 mg is not unusual. | Some patients require higher dosages (e.g., 800 mg daily is not uncommon in discharged mental patients).",official_population_text_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,ee1001dc47e1e92a222b81315990dd4489027f096021cafb556d5394a4e47872
Clozapina,CHILD,0,11,DailyMed/FDA,DM,CLOZAPINE TABLET [MYLAN PHARMACEUTICALS INC.],35,"May 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/883b5d43-0339-7dc1-f775-93791fb9b978.xml,8.4 Pediatric Use,Safety and effectiveness in pediatric patients have not been established.,2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION •Recommended starting oral dosage is 12.5 mg once daily or twice daily. | (2.2) •If well-tolerated, increase the total daily dosage in increments of 25 mg to 50 mg per day to achieve a target dosage of 150 | •Subsequently may increase the dosage in increments up to 100 mg once or twice weekly (2.2).",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,f3598d9e20bf0ff1d11ebf77b36d960cffc9e3b1f96726cde1e1d6163a77bba7
Clozapina,ADOLESCENT,12,17,DailyMed/FDA,DM,CLOZAPINE TABLET [MYLAN PHARMACEUTICALS INC.],35,"May 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/883b5d43-0339-7dc1-f775-93791fb9b978.xml,8.4 Pediatric Use,Safety and effectiveness in pediatric patients have not been established.,2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION •Recommended starting oral dosage is 12.5 mg once daily or twice daily. | (2.2) •If well-tolerated, increase the total daily dosage in increments of 25 mg to 50 mg per day to achieve a target dosage of 150 | •Subsequently may increase the dosage in increments up to 100 mg once or twice weekly (2.2).",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,f3598d9e20bf0ff1d11ebf77b36d960cffc9e3b1f96726cde1e1d6163a77bba7
Clozapina,ADULT,18,64,DailyMed/FDA,DM,CLOZAPINE TABLET [MYLAN PHARMACEUTICALS INC.],35,"May 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/883b5d43-0339-7dc1-f775-93791fb9b978.xml,2 DOSAGE AND ADMINISTRATION,"Treatment-Resistant Schizophrenia | Reduction in the Risk of Recurrent Suicidal Behavior in Schizophrenia or Schizoaffective Disorder 2 DOSAGE AND ADMINISTRATION •Recommended starting oral dosage is 12.5 mg once daily or twice daily. | (2.2) •If well-tolerated, increase the total daily dosage in increments of 25 mg to 50 mg per day to achieve a target dosage of 150 | •Subsequently may increase the dosage in increments up to 100 mg once or twice weekly (2.2).",2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION •Recommended starting oral dosage is 12.5 mg once daily or twice daily. | (2.2) •If well-tolerated, increase the total daily dosage in increments of 25 mg to 50 mg per day to achieve a target dosage of 150 | •Subsequently may increase the dosage in increments up to 100 mg once or twice weekly (2.2).",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,f3598d9e20bf0ff1d11ebf77b36d960cffc9e3b1f96726cde1e1d6163a77bba7
Clozapina,OLDER_ADULT,65,,DailyMed/FDA,DM,CLOZAPINE TABLET [MYLAN PHARMACEUTICALS INC.],35,"May 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/883b5d43-0339-7dc1-f775-93791fb9b978.xml,8.5 Geriatric Use,"There have not been sufficient numbers of geriatric patients in clinical studies utilizing clozapine tablets to determine whether those over 65 years of age differ from younger subjects in their response to clozapine tablets. Orthostatic hypotension and tachycardia can occur with clozapine tablets treatment [see Boxed Warning and Warnings and Precautions (5.2) ]. Elderly patients, particularly those with compromised cardiovascular functioning, may be more susceptible to these effects. Elderly patients may be particularly susceptible to the anticholinergic effects of clozapine tablets, such as urinary retention and constipation [see Warnings and",2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION •Recommended starting oral dosage is 12.5 mg once daily or twice daily. | (2.2) •If well-tolerated, increase the total daily dosage in increments of 25 mg to 50 mg per day to achieve a target dosage of 150 | •Subsequently may increase the dosage in increments up to 100 mg once or twice weekly (2.2).",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,f3598d9e20bf0ff1d11ebf77b36d960cffc9e3b1f96726cde1e1d6163a77bba7
Desipramina,CHILD,0,11,DailyMed/FDA,DM,"DESIPRAMINE HYDROCHLORIDE (DESIPRAMINE) TABLET, FILM COATED [AMNEAL PHARMACEUTICALS NY LLC]",13,"May 11, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a3b4b25d-0ddb-4531-badb-f1ba3168ac07,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/a3b4b25d-0ddb-4531-badb-f1ba3168ac07.xml,Pediatric Use,"Safety and effectiveness in the pediatric population have not been established (see BOX WARNING and WARNINGS-Clinical Worsening and Suicide Risk ). Therefore, desipramine hydrochloride is not recommended for use in children. Anyone considering the use of desipramine hydrochloride in a child or adolescent must balance the potential risks with the clinical need (see also ADVERSE REACTIONS - Cardiovascular ). General It is important that this drug be dispensed in the least possible quantities to depressed outpatients, since suicide has been accomplished with this class of drug (see WARNINGS - Clinical",DOSAGE AND ADMINISTRATION,"Usual Adult Dose The usual adult dose is 100 mg to 200 mg per day. | In more severely ill patients, dosage may be further increased gradually to 300 mg/day if necessary. | Dosages above 300 mg/day are not recommended.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,c01ee7a3933ec631e01e72bdc5f0e078c12c9d2b9014de1da58a85ccc11bfd3a
Desipramina,ADOLESCENT,12,17,DailyMed/FDA,DM,"DESIPRAMINE HYDROCHLORIDE (DESIPRAMINE) TABLET, FILM COATED [AMNEAL PHARMACEUTICALS NY LLC]",13,"May 11, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a3b4b25d-0ddb-4531-badb-f1ba3168ac07,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/a3b4b25d-0ddb-4531-badb-f1ba3168ac07.xml,Pediatric Use,"Safety and effectiveness in the pediatric population have not been established (see BOX WARNING and WARNINGS-Clinical Worsening and Suicide Risk ). Therefore, desipramine hydrochloride is not recommended for use in children. Anyone considering the use of desipramine hydrochloride in a child or adolescent must balance the potential risks with the clinical need (see also ADVERSE REACTIONS - Cardiovascular ). General It is important that this drug be dispensed in the least possible quantities to depressed outpatients, since suicide has been accomplished with this class of drug (see WARNINGS - Clinical",DOSAGE AND ADMINISTRATION,"Usual Adult Dose The usual adult dose is 100 mg to 200 mg per day. | In more severely ill patients, dosage may be further increased gradually to 300 mg/day if necessary. | Dosages above 300 mg/day are not recommended.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,c01ee7a3933ec631e01e72bdc5f0e078c12c9d2b9014de1da58a85ccc11bfd3a
Desipramina,ADULT,18,64,DailyMed/FDA,DM,"DESIPRAMINE HYDROCHLORIDE (DESIPRAMINE) TABLET, FILM COATED [AMNEAL PHARMACEUTICALS NY LLC]",13,"May 11, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a3b4b25d-0ddb-4531-badb-f1ba3168ac07,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/a3b4b25d-0ddb-4531-badb-f1ba3168ac07.xml,DOSAGE AND ADMINISTRATION,"Desipramine hydrochloride tablets are indicated for the treatment of depression. Usual Adult Dose The usual adult dose is 100 mg to 200 mg per day. | In more severely ill patients, dosage may be further increased gradually to 300 mg/day if necessary. | Dosages above 300 mg/day are not recommended.",DOSAGE AND ADMINISTRATION,"Usual Adult Dose The usual adult dose is 100 mg to 200 mg per day. | In more severely ill patients, dosage may be further increased gradually to 300 mg/day if necessary. | Dosages above 300 mg/day are not recommended.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,c01ee7a3933ec631e01e72bdc5f0e078c12c9d2b9014de1da58a85ccc11bfd3a
Desipramina,OLDER_ADULT,65,,DailyMed/FDA,DM,"DESIPRAMINE HYDROCHLORIDE (DESIPRAMINE) TABLET, FILM COATED [AMNEAL PHARMACEUTICALS NY LLC]",13,"May 11, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a3b4b25d-0ddb-4531-badb-f1ba3168ac07,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/a3b4b25d-0ddb-4531-badb-f1ba3168ac07.xml,bounded clinical population-text extraction,"Lower dosages are recommended for elderly patients and adolescents. Lower doses are recommended for elderly patients (see DOSAGE AND ADMINISTRATION ). Elderly patients, patients taking diuretics, and those who are volume-depleted may be at greater risk of developing hyponatremia with desipramine hydrochloride.",DOSAGE AND ADMINISTRATION,"Usual Adult Dose The usual adult dose is 100 mg to 200 mg per day. | In more severely ill patients, dosage may be further increased gradually to 300 mg/day if necessary. | Dosages above 300 mg/day are not recommended.",official_population_text_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,c01ee7a3933ec631e01e72bdc5f0e078c12c9d2b9014de1da58a85ccc11bfd3a
Desvenlafaxina,CHILD,0,11,DailyMed/FDA,DM,"PRISTIQ EXTENDED-RELEASE (DESVENLAFAXINE SUCCINATE) TABLET, EXTENDED RELEASE [WYETH PHARMACEUTICALS LLC, A SUBSIDIARY OF PFIZER INC.]",67,"Apr 27, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0f43610c-f290-46ea-d186-4f998ed99fce,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/0f43610c-f290-46ea-d186-4f998ed99fce.xml,8.4 Pediatric Use,"The safety and effectiveness of PRISTIQ have not been established in pediatric patients for the treatment of MDD. Efficacy was not demonstrated in two adequate and well controlled, 8-week, randomized, double-blind, placebo-controlled, parallel group studies conducted in 587 patients (7 to 17 years of age) for the treatment of MDD. Antidepressants, such as PRISTIQ, increase the risk of suicidal thoughts and behaviors in pediatric patients [see the Boxed Warning and Warnings and Precautions (5.1)]. PRISTIQ was associated with a decrease in body weight in placebo-controlled trials in pediatric patients with",2 DOSAGE AND ADMINISTRATION,2 DOSAGE AND ADMINISTRATION •Recommended dose: 50 mg once daily with or without food (2.1). | •There was no evidence that doses greater than 50 mg per day confer any additional benefit (2.1). | •The 25 mg per day dose is intended for a gradual reduction in dose when discontinuing treatment or dosing in severe renal and end-stage renal,official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,82127921cef783a46ef31b8b526686937a984de4545ed4962f2857e3432611d2
Desvenlafaxina,ADOLESCENT,12,17,DailyMed/FDA,DM,"PRISTIQ EXTENDED-RELEASE (DESVENLAFAXINE SUCCINATE) TABLET, EXTENDED RELEASE [WYETH PHARMACEUTICALS LLC, A SUBSIDIARY OF PFIZER INC.]",67,"Apr 27, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0f43610c-f290-46ea-d186-4f998ed99fce,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/0f43610c-f290-46ea-d186-4f998ed99fce.xml,8.4 Pediatric Use,"The safety and effectiveness of PRISTIQ have not been established in pediatric patients for the treatment of MDD. Efficacy was not demonstrated in two adequate and well controlled, 8-week, randomized, double-blind, placebo-controlled, parallel group studies conducted in 587 patients (7 to 17 years of age) for the treatment of MDD. Antidepressants, such as PRISTIQ, increase the risk of suicidal thoughts and behaviors in pediatric patients [see the Boxed Warning and Warnings and Precautions (5.1)]. PRISTIQ was associated with a decrease in body weight in placebo-controlled trials in pediatric patients with",2 DOSAGE AND ADMINISTRATION,2 DOSAGE AND ADMINISTRATION •Recommended dose: 50 mg once daily with or without food (2.1). | •There was no evidence that doses greater than 50 mg per day confer any additional benefit (2.1). | •The 25 mg per day dose is intended for a gradual reduction in dose when discontinuing treatment or dosing in severe renal and end-stage renal,official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,82127921cef783a46ef31b8b526686937a984de4545ed4962f2857e3432611d2
Desvenlafaxina,ADULT,18,64,DailyMed/FDA,DM,"PRISTIQ EXTENDED-RELEASE (DESVENLAFAXINE SUCCINATE) TABLET, EXTENDED RELEASE [WYETH PHARMACEUTICALS LLC, A SUBSIDIARY OF PFIZER INC.]",67,"Apr 27, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0f43610c-f290-46ea-d186-4f998ed99fce,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/0f43610c-f290-46ea-d186-4f998ed99fce.xml,2 DOSAGE AND ADMINISTRATION,PRISTIQ is indicated for the treatment of adults with major depressive disorder (MDD) [see Clinical Studies (14)]. 2 DOSAGE AND ADMINISTRATION •Recommended dose: 50 mg once daily with or without food (2.1). | •There was no evidence that doses greater than 50 mg per day confer any additional benefit (2.1). | •The 25 mg per day dose is intended for a gradual reduction in dose when discontinuing treatment or dosing in severe renal and end-stage renal,2 DOSAGE AND ADMINISTRATION,2 DOSAGE AND ADMINISTRATION •Recommended dose: 50 mg once daily with or without food (2.1). | •There was no evidence that doses greater than 50 mg per day confer any additional benefit (2.1). | •The 25 mg per day dose is intended for a gradual reduction in dose when discontinuing treatment or dosing in severe renal and end-stage renal,official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,82127921cef783a46ef31b8b526686937a984de4545ed4962f2857e3432611d2
Desvenlafaxina,OLDER_ADULT,65,,DailyMed/FDA,DM,"PRISTIQ EXTENDED-RELEASE (DESVENLAFAXINE SUCCINATE) TABLET, EXTENDED RELEASE [WYETH PHARMACEUTICALS LLC, A SUBSIDIARY OF PFIZER INC.]",67,"Apr 27, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0f43610c-f290-46ea-d186-4f998ed99fce,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/0f43610c-f290-46ea-d186-4f998ed99fce.xml,8.5 Geriatric Use,"Of the 4,158 patients in pre-marketing clinical studies with PRISTIQ, 6% were 65 years of age or older. No overall differences in safety or efficacy were observed between these patients and younger patients; however, in the short-term placebo-controlled studies, there was a higher incidence of systolic orthostatic hypotension in patients ≥65 years of age compared to patients <65 years of age treated with PRISTIQ [see Adverse Reactions (6.1)]. For elderly patients, possible reduced renal clearance of PRISTIQ should be considered when determining dose [see Dosage and Administration (2.2) and Clinical",2 DOSAGE AND ADMINISTRATION,2 DOSAGE AND ADMINISTRATION •Recommended dose: 50 mg once daily with or without food (2.1). | •There was no evidence that doses greater than 50 mg per day confer any additional benefit (2.1). | •The 25 mg per day dose is intended for a gradual reduction in dose when discontinuing treatment or dosing in severe renal and end-stage renal,official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,82127921cef783a46ef31b8b526686937a984de4545ed4962f2857e3432611d2
Diazepam,CHILD,0,11,DailyMed/FDA,DM,"DIAZEPAM INJECTION DIAZEPAM INJECTION, SOLUTION [HIKMA PHARMACEUTICALS USA INC.]",5,"Jul 10, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f466f8a3-f31c-44f4-b0e8-444464f20f66,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/f466f8a3-f31c-44f4-b0e8-444464f20f66.xml,Pediatric Use,"Efficacy and safety of parenteral diazepam has not been established in the neonate (30 days or less of age). Prolonged central nervous system depression has been observed in neonates, apparently due to inability to biotransform diazepam into inactive metabolites. In pediatric use for the treatment of status epilepticus, in order to obtain maximal clinical effect with the minimum amount of drug and thus to reduce the risk of hazardous side effects, such as apnea or prolonged periods of somnolence, it is recommended that the drug be given as a slow",DOSAGE AND ADMINISTRATION,"The usual recommended dose in older children and adults ranges from 2 mg to 20 mg intramuscular or intravenous, depending on the indication and its | Lower doses (usually 2 mg to 5 mg) and slow increase in dosage should be used for elderly or debilitated patients and when other sedative | For other indications, the solution should be injected slowly taking at least one minute for each 5 mg (1 mL) given.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,cb6f6c5e77775312b64f46c04ffbaadb03a504c670495b807919faf40e0ecf53
Diazepam,ADOLESCENT,12,17,DailyMed/FDA,DM,"DIAZEPAM INJECTION DIAZEPAM INJECTION, SOLUTION [HIKMA PHARMACEUTICALS USA INC.]",5,"Jul 10, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f466f8a3-f31c-44f4-b0e8-444464f20f66,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/f466f8a3-f31c-44f4-b0e8-444464f20f66.xml,Pediatric Use,"Efficacy and safety of parenteral diazepam has not been established in the neonate (30 days or less of age). Prolonged central nervous system depression has been observed in neonates, apparently due to inability to biotransform diazepam into inactive metabolites. In pediatric use for the treatment of status epilepticus, in order to obtain maximal clinical effect with the minimum amount of drug and thus to reduce the risk of hazardous side effects, such as apnea or prolonged periods of somnolence, it is recommended that the drug be given as a slow",DOSAGE AND ADMINISTRATION,"The usual recommended dose in older children and adults ranges from 2 mg to 20 mg intramuscular or intravenous, depending on the indication and its | Lower doses (usually 2 mg to 5 mg) and slow increase in dosage should be used for elderly or debilitated patients and when other sedative | For other indications, the solution should be injected slowly taking at least one minute for each 5 mg (1 mL) given.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,cb6f6c5e77775312b64f46c04ffbaadb03a504c670495b807919faf40e0ecf53
Diazepam,ADULT,18,64,DailyMed/FDA,DM,"DIAZEPAM INJECTION DIAZEPAM INJECTION, SOLUTION [HIKMA PHARMACEUTICALS USA INC.]",5,"Jul 10, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f466f8a3-f31c-44f4-b0e8-444464f20f66,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/f466f8a3-f31c-44f4-b0e8-444464f20f66.xml,DOSAGE AND ADMINISTRATION,"Diazepam is indicated for the management of anxiety disorders or for the short-term relief of the symptoms of anxiety. Anxiety or tension associated with the The usual recommended dose in older children and adults ranges from 2 mg to 20 mg intramuscular or intravenous, depending on the indication and its | Lower doses (usually 2 mg to 5 mg) and slow increase in dosage should be used for elderly or debilitated patients and when other sedative | For other indications, the solution should be injected slowly taking at least one",DOSAGE AND ADMINISTRATION,"The usual recommended dose in older children and adults ranges from 2 mg to 20 mg intramuscular or intravenous, depending on the indication and its | Lower doses (usually 2 mg to 5 mg) and slow increase in dosage should be used for elderly or debilitated patients and when other sedative | For other indications, the solution should be injected slowly taking at least one minute for each 5 mg (1 mL) given.",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,cb6f6c5e77775312b64f46c04ffbaadb03a504c670495b807919faf40e0ecf53
Diazepam,OLDER_ADULT,65,,DailyMed/FDA,DM,"DIAZEPAM INJECTION DIAZEPAM INJECTION, SOLUTION [HIKMA PHARMACEUTICALS USA INC.]",5,"Jul 10, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f466f8a3-f31c-44f4-b0e8-444464f20f66,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/f466f8a3-f31c-44f4-b0e8-444464f20f66.xml,bounded clinical population-text extraction,"Lower doses (usually 2 mg to 5 mg) should be used for elderly and debilitated patients. Lower doses (usually 2 mg to 5 mg) and slow increase in dosage should be used for elderly or debilitated patients and when other sedative drugs are administered (see WARNINGS and ADVERSE REACTIONS ). Extreme care must be used in administering diazepam injection, particularly by the intravenous route, to the elderly, to very ill patients and to those with limited pulmonary reserve because of the possibility that apnea and/or cardiac arrest may occur.",DOSAGE AND ADMINISTRATION,"The usual recommended dose in older children and adults ranges from 2 mg to 20 mg intramuscular or intravenous, depending on the indication and its | Lower doses (usually 2 mg to 5 mg) and slow increase in dosage should be used for elderly or debilitated patients and when other sedative | For other indications, the solution should be injected slowly taking at least one minute for each 5 mg (1 mL) given.",official_population_text_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,cb6f6c5e77775312b64f46c04ffbaadb03a504c670495b807919faf40e0ecf53
Dissulfiram,CHILD,0,11,DailyMed/FDA,DM,"DISULFIRAM TABLET [GOLDEN STATE MEDICAL SUPPLY, INC.]",11,"Jun 01, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d3832a1a-a140-49c1-a7df-134fa81341e3,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/d3832a1a-a140-49c1-a7df-134fa81341e3.xml,Pediatric Use,Safety and effectiveness in pediatric patients have not been established.,DOSAGE AND ADMINISTRATION,"Initial Dosage Schedule In the first phase of treatment, a maximumof 500 mg daily is given in a single dose for one to two weeks. | Maintenance Regimen The average maintenance dose is 250 mg daily (range, 125 mg to 500 mg), it should not exceed 500 mg daily. | However, where a test reaction is deemed necessary, the suggested procedure is as follows: After the first one to two weeks' therapy with 500 mg",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,553de79acbabb99be8850b283db70521a255aa24e863da5ed07c45d0ca8cb98f
Dissulfiram,ADOLESCENT,12,17,DailyMed/FDA,DM,"DISULFIRAM TABLET [GOLDEN STATE MEDICAL SUPPLY, INC.]",11,"Jun 01, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d3832a1a-a140-49c1-a7df-134fa81341e3,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/d3832a1a-a140-49c1-a7df-134fa81341e3.xml,Pediatric Use,Safety and effectiveness in pediatric patients have not been established.,DOSAGE AND ADMINISTRATION,"Initial Dosage Schedule In the first phase of treatment, a maximumof 500 mg daily is given in a single dose for one to two weeks. | Maintenance Regimen The average maintenance dose is 250 mg daily (range, 125 mg to 500 mg), it should not exceed 500 mg daily. | However, where a test reaction is deemed necessary, the suggested procedure is as follows: After the first one to two weeks' therapy with 500 mg",official_population_section_located,official_source_extracted_pending_clinical_review,source_excerpt_display_only,true,false,553de79acbabb99be8850b283db70521a255aa24e863da5ed07c45d0ca8cb98f
